asset_id,platform,ts_utc,price_gross
dembele_gold,ps,2026-03-30T00:06:00,67500
dembele_gold,ps,2026-03-30T00:20:00,67000
dembele_gold,ps,2026-03-30T00:22:00,67000
dembele_gold,ps,2026-03-30T00:33:00,68000
dembele_gold,ps,2026-03-30T00:51:00,67500
dembele_gold,ps,2026-03-30T01:14:00,61500
dembele_gold,ps,2026-03-30T01:23:00,61000
dembele_gold,ps,2026-03-30T01:31:00,60000
dembele_gold,ps,2026-03-30T01:32:00,75000
dembele_gold,ps,2026-03-30T01:38:00,57500
dembele_gold,ps,2026-03-30T01:56:00,58000
dembele_gold,ps,2026-03-30T01:57:00,55000
dembele_gold,ps,2026-03-30T02:01:00,60000
dembele_gold,ps,2026-03-30T02:24:00,57500
dembele_gold,ps,2026-03-30T02:26:00,58000
dembele_gold,ps,2026-03-30T02:37:00,73000
dembele_gold,ps,2026-03-30T03:08:00,58000
dembele_gold,ps,2026-03-30T03:30:00,69500
dembele_gold,ps,2026-03-30T03:31:00,69500
dembele_gold,ps,2026-03-30T03:44:00,69000
dembele_gold,ps,2026-03-30T04:03:00,65000
dembele_gold,ps,2026-03-30T04:42:00,68500
dembele_gold,ps,2026-03-30T04:45:00,52000
dembele_gold,ps,2026-03-30T04:48:00,67500
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,65000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,65000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:19:00,66000
dembele_gold,ps,2026-03-30T05:21:00,65500
dembele_gold,ps,2026-03-30T06:13:00,51000
dembele_gold,ps,2026-03-30T06:23:00,60500
dembele_gold,ps,2026-03-30T06:36:00,50500
dembele_gold,ps,2026-03-30T06:43:00,75000
dembele_gold,ps,2026-03-30T06:53:00,69000
dembele_gold,ps,2026-03-30T06:55:00,59000
dembele_gold,ps,2026-03-30T07:29:00,69000
dembele_gold,ps,2026-03-30T07:38:00,69500
dembele_gold,ps,2026-03-30T08:06:00,68500
dembele_gold,ps,2026-03-30T08:38:00,64000
dembele_gold,ps,2026-03-30T09:01:00,75000
dembele_gold,ps,2026-03-30T09:55:00,56000
dembele_gold,ps,2026-03-30T10:03:00,68500
dembele_gold,ps,2026-03-30T10:17:00,65000
dembele_gold,ps,2026-03-30T10:17:00,69000
dembele_gold,ps,2026-03-30T10:56:00,69000
dembele_gold,ps,2026-03-30T11:34:00,61000
dembele_gold,ps,2026-03-30T12:08:00,60500
dembele_gold,ps,2026-03-30T12:35:00,69000
dembele_gold,ps,2026-03-30T12:39:00,61000
dembele_gold,ps,2026-03-30T14:03:00,63000
dembele_gold,ps,2026-03-30T14:04:00,62000
dembele_gold,ps,2026-03-30T14:08:00,69000
dembele_gold,ps,2026-03-30T14:12:00,65000
dembele_gold,ps,2026-03-30T14:32:00,59500
dembele_gold,ps,2026-03-30T14:45:00,75000
dembele_gold,ps,2026-03-30T14:45:00,69000
dembele_gold,ps,2026-03-30T14:55:00,64000
dembele_gold,ps,2026-03-30T15:06:00,69000
dembele_gold,ps,2026-03-30T16:21:00,65000
dembele_gold,ps,2026-03-30T16:38:00,65000
dembele_gold,ps,2026-03-30T16:44:00,65500
dembele_gold,ps,2026-03-30T17:10:00,57500
dembele_gold,ps,2026-03-30T17:29:00,69000
dembele_gold,ps,2026-03-30T17:33:00,62500
dembele_gold,ps,2026-03-30T17:36:00,63500
dembele_gold,ps,2026-03-30T17:43:00,60000
dembele_gold,ps,2026-03-30T17:44:00,64000
dembele_gold,ps,2026-03-30T17:51:00,70000
dembele_gold,ps,2026-03-30T17:59:00,65000
dembele_gold,ps,2026-03-30T18:00:00,59000
dembele_gold,ps,2026-03-30T18:14:00,63000
dembele_gold,ps,2026-03-30T18:26:00,66000
dembele_gold,ps,2026-03-30T18:30:00,62500
dembele_gold,ps,2026-03-30T18:31:00,60000
dembele_gold,ps,2026-03-30T18:34:00,61000
dembele_gold,ps,2026-03-30T18:40:00,59000
dembele_gold,ps,2026-03-30T18:44:00,63000
dembele_gold,ps,2026-03-30T18:44:00,63000
dembele_gold,ps,2026-03-30T19:18:00,74500
dembele_gold,ps,2026-03-30T19:21:00,68000
dembele_gold,ps,2026-03-30T19:25:00,67000
dembele_gold,ps,2026-03-30T19:50:00,50500
dembele_gold,ps,2026-03-30T19:51:00,66000
dembele_gold,ps,2026-03-30T19:54:00,50500
dembele_gold,ps,2026-03-30T20:04:00,65500
dembele_gold,ps,2026-03-30T20:13:00,57000
